method,point_index,function_evaluations,gradient_evaluations,RMSD,x
BOBYQA,309,520,0,0.0008728065163787915,"[0.16443449590654577, 0.24455507226263537, 0.20515448639931633, 0.16597656140868763, 0.1958504958103579, 0.1701523395897859, 0.17417097399939643, 0.11832049233859397, 0.17090725030011844, 0.15346911993682044]"
BOBYQA,310,521,0,0.0008280031674532836,"[0.16635577008324115, 0.2453130930555944, 0.20655982171430673, 0.1650199040056112, 0.19583086137620187, 0.17050374619961015, 0.17417222072363744, 0.11984739507998629, 0.17012993429122908, 0.15331283989687933]"
BOBYQA,311,522,0,0.0008137662316849532,"[0.16700493357234944, 0.24558337436257996, 0.20818101556706153, 0.16358158150880583, 0.19602366995216855, 0.17160744609656653, 0.17490637739539827, 0.11975250516811246, 0.1683703754236236, 0.15292666955320539]"
BOBYQA,312,526,0,0.0007939547557377015,"[0.16715509392256286, 0.24586124919511926, 0.2083718173342423, 0.16377598598747162, 0.19583694869727994, 0.17128436844922199, 0.17497706663757873, 0.12024003423534906, 0.1686558171434559, 0.15297801643196265]"
BOBYQA,313,527,0,0.0007800470416819934,"[0.16763289901462441, 0.24559561456997242, 0.20831411548035597, 0.1638214009846479, 0.19573877897169223, 0.17111620141798228, 0.17530135929761723, 0.1206706355419955, 0.1685743759128467, 0.15295321361133374]"
BOBYQA,314,528,0,0.0007627132628277323,"[0.16795744062548915, 0.246021961136645, 0.20835974680236188, 0.1636847614909346, 0.19567879328984725, 0.17133495647795202, 0.17526441157347977, 0.12113134999326328, 0.1688255433608864, 0.15301636971906815]"
BOBYQA,315,529,0,0.0007619972035733622,"[0.1683457898432283, 0.2458997769314046, 0.20868114835280932, 0.1637390311950929, 0.19546124361009679, 0.17124007940865865, 0.17493292827185114, 0.12156759132495984, 0.1689313580276015, 0.1530336267113743]"
BOBYQA,316,533,0,0.000754939233921319,"[0.1683945101463851, 0.24586377752966476, 0.20861476471024004, 0.1637347400331838, 0.19550694131266866, 0.17140817819965937, 0.17495746520580757, 0.12154323098850835, 0.16891298389516593, 0.15302846980878007]"
BOBYQA,317,535,0,0.0007534811550554062,"[0.1683443515360025, 0.2458544624294219, 0.20864552220043386, 0.1637561058019971, 0.19546569898179506, 0.17144656462083743, 0.1749909088730502, 0.12157219683129165, 0.16894156219982953, 0.153021675854043]"
BOBYQA,318,536,0,0.0007532396653381878,"[0.16834731883485218, 0.2458967880284947, 0.20863516725462694, 0.16375262870630164, 0.19542439343067314, 0.17151016325815407, 0.1750230450742977, 0.12155174574183052, 0.16891247082248503, 0.15302735016060334]"
BOBYQA,319,538,0,0.0007507134054406732,"[0.16836252261089146, 0.24584944320964527, 0.20860092830357557, 0.1637481089566727, 0.19543919416795485, 0.17151726847444138, 0.17506029542255377, 0.12158968483053405, 0.16896807900977406, 0.1530394249319659]"
BOBYQA,320,539,0,0.0007486690548242914,"[0.16836928739318746, 0.24583052680536785, 0.2085706933305365, 0.16379448278839231, 0.19537511317183645, 0.17156369196150922, 0.17503040072143494, 0.12167753921081842, 0.16911136706537014, 0.1530729906157064]"
BOBYQA,321,540,0,0.0007446154100648476,"[0.1683871983977176, 0.24569575831491636, 0.20854146644397453, 0.163842017432671, 0.19530369101935854, 0.1715176129690572, 0.17508339606768922, 0.12176320675165624, 0.1691432797689706, 0.15307654649175456]"
BOBYQA,322,541,0,0.0007371234873104729,"[0.16843775650025938, 0.2456068261601893, 0.2084981161954297, 0.16397301183381938, 0.19509776299460344, 0.17151371329752244, 0.1752013238088414, 0.12197303943231691, 0.16931502165632972, 0.15310189668394436]"
BOBYQA,323,542,0,0.0007330073273044841,"[0.16859310402566471, 0.2455479259342979, 0.2085407804052619, 0.1642549650213207, 0.19466523579989475, 0.171337074578102, 0.17541215869814122, 0.12233457657381866, 0.16967836200804398, 0.15317687933007934]"
BOBYQA,324,543,0,0.0007298825385227445,"[0.1685905511237031, 0.24532106718814642, 0.2082939663286027, 0.16416230712953478, 0.19459886618009642, 0.17178823638295265, 0.17587974589110214, 0.12263220391086976, 0.1696180197374981, 0.15319147431739338]"
BOBYQA,325,545,0,0.0007205472924923322,"[0.1687865024870836, 0.24528503688734818, 0.20843790982699936, 0.16421384453606255, 0.1945450914325181, 0.1716352731778865, 0.17570527528830857, 0.12282529492672017, 0.1696684292898189, 0.15317212682598674]"
BOBYQA,326,546,0,0.000711390780220715,"[0.16896503711277208, 0.2454172616116962, 0.20851973780992292, 0.16423914733409428, 0.194382040863871, 0.17168507312047485, 0.17566180122464145, 0.1230754473472746, 0.16976563018360102, 0.15319018771280948]"
BOBYQA,327,547,0,0.0006984572938051898,"[0.16928444776656637, 0.24529258447387017, 0.20869597047349608, 0.16426896050705342, 0.19411193446546365, 0.1717100324900296, 0.175714770253632, 0.12370983580114972, 0.16987356906810452, 0.15319016060274382]"
BOBYQA,328,548,0,0.0006889121121584991,"[0.17003473558441126, 0.24525779399543574, 0.2088479688225692, 0.1643957562532665, 0.19347728661810684, 0.17195098505847797, 0.1762353580072531, 0.1247961027206396, 0.17008113719704265, 0.1532322220515958]"
BOBYQA,329,551,0,0.0006730036706290338,"[0.16996631127659179, 0.245254358973686, 0.2086374120627345, 0.1647613400336469, 0.19313814975242344, 0.1716860740017246, 0.17614553955999446, 0.12526977349090326, 0.17027553830467865, 0.15327587798772943]"
BOBYQA,330,554,0,0.0006646768756347705,"[0.17020181494557052, 0.2450732597802291, 0.20852611860919038, 0.16464102946141518, 0.1932957588399648, 0.17156906110831652, 0.17608108850719809, 0.12529742480686315, 0.17028472494429991, 0.15331254770147992]"
BOBYQA,331,555,0,0.0006559745284450651,"[0.17016933067922577, 0.24515782716031, 0.20872631319910762, 0.16450229072342823, 0.19326516126222337, 0.1717435910170102, 0.17586989509742004, 0.125390844769827, 0.17020305226634724, 0.1532798437799128]"
BOBYQA,332,557,0,0.000655169616357993,"[0.17008861121062008, 0.245023602467548, 0.2087094954711486, 0.16451981052907913, 0.19330204772212822, 0.17182024166116, 0.17589957258361197, 0.12544347932710817, 0.1701587705292984, 0.15323478420311276]"
BOBYQA,333,560,0,0.0006519177334976503,"[0.17007418993672632, 0.24499918374368787, 0.20869953581883868, 0.16450558347005728, 0.19328477559038112, 0.17175678818977036, 0.17593190538747508, 0.12542406604434542, 0.17010455092607152, 0.15324918657124917]"
BOBYQA,334,562,0,0.0006503948081937888,"[0.17011695212979983, 0.24498655524188553, 0.20870433660683746, 0.16451627143244868, 0.19324738849566941, 0.17176370872409297, 0.17594589293662694, 0.12550000755775909, 0.17012577360371683, 0.1532531589756496]"
BOBYQA,335,563,0,0.0006501571009494073,"[0.1701940482404451, 0.24498282212273068, 0.20872293845224757, 0.16454673510424742, 0.1932068217100913, 0.17177667135407346, 0.1759500766898016, 0.12548332834999024, 0.17015115203010184, 0.1532493208203288]"
BOBYQA,336,565,0,0.0006494988470969259,"[0.17016561087305945, 0.24497959826048987, 0.20872446783199716, 0.1645494155954564, 0.19319772746635427, 0.17177862876049024, 0.1759104658164396, 0.12555494981910273, 0.1701983592265376, 0.15326187815213943]"
BOBYQA,337,568,0,0.0006493936922754685,"[0.17019533944534485, 0.24493504300249505, 0.20874337526829684, 0.16454239837337858, 0.19322060436047825, 0.17173085856413153, 0.1758776826958608, 0.12559363321477196, 0.1701623439202658, 0.153254756067078]"
BOBYQA,338,569,0,0.0006478991131364265,"[0.17022812923436556, 0.24496087363662025, 0.20877706930600703, 0.16451338165904245, 0.1931863577478038, 0.17176707476643424, 0.17591156030375613, 0.1256321425005764, 0.17012851905743812, 0.15325015958532667]"
BOBYQA,339,570,0,0.0006469418202811728,"[0.17024563217489264, 0.2449983430303473, 0.20879885132838552, 0.1645130064986965, 0.1931763765041078, 0.17179639491356544, 0.17589018139115206, 0.1256780602236557, 0.17006528189896994, 0.15323309017699233]"
BOBYQA,340,571,0,0.0006449686564210214,"[0.17029803818088907, 0.24497593775239998, 0.20882334358271892, 0.16447313631938576, 0.19318974392380966, 0.1718077708882124, 0.1759306465528352, 0.12572667840887536, 0.17005100085377406, 0.15322609688518005]"
BOBYQA,341,572,0,0.0006423556687248333,"[0.1703533403505996, 0.2449795350987963, 0.20891670032895113, 0.16444077846943053, 0.1931438069700798, 0.1718386153775329, 0.175974798864, 0.12583188747904372, 0.169947791942774, 0.15320525999416199]"
BOBYQA,342,573,0,0.0006400558662377153,"[0.17042467355156238, 0.24498134764947296, 0.20892100613795286, 0.16435033755269396, 0.19322632142361088, 0.17192049331275763, 0.17599586475116727, 0.1258481121493617, 0.1698386067069543, 0.1531814035250003]"
BOBYQA,343,574,0,0.0006386135631867209,"[0.17045838382031137, 0.24500666159677129, 0.20899130937405902, 0.1643041473088836, 0.19324471701756454, 0.17189495614446307, 0.17609509748947522, 0.12593152810412916, 0.16972564234015639, 0.15315711592830047]"
BOBYQA,344,575,0,0.0006372870119602206,"[0.17054063036467554, 0.2449615867624628, 0.20902406516691013, 0.1642989985059712, 0.1931580129769673, 0.17202297677412653, 0.17608120048340223, 0.1260013961446981, 0.16969822819618477, 0.15313784845104658]"
BOBYQA,345,576,0,0.0006354888848536813,"[0.1706219326698033, 0.24492846286718176, 0.20912433928035484, 0.16425347956860809, 0.1931834184575752, 0.17197040434239777, 0.17600685791108664, 0.12610540281980087, 0.1697172753497251, 0.15314488916488217]"
BOBYQA,346,577,0,0.0006344261720723119,"[0.17062613638027085, 0.24487908353241733, 0.20910816618651462, 0.1642410765449032, 0.19320443383902705, 0.1720616780966304, 0.17588969339361962, 0.126226222722088, 0.16972279760954315, 0.15314411884649945]"
BOBYQA,347,579,0,0.0006301454392633925,"[0.17066587464291297, 0.2448481531459358, 0.2091283670417377, 0.16419825185071785, 0.1932016479069731, 0.1720812314693605, 0.17587431315000995, 0.1262817878160356, 0.1696846378546944, 0.1531513201268667]"
BOBYQA,348,582,0,0.0006295642358669511,"[0.17071867260316836, 0.2448751389157098, 0.20909222202955863, 0.1641788592761961, 0.1932087852514248, 0.17205781500597445, 0.17588898176727674, 0.12634039851503062, 0.16970791999818133, 0.1531481742163968]"
BOBYQA,349,584,0,0.000628378709046273,"[0.1707623505797109, 0.24484208915061065, 0.20911044112491184, 0.16419249662158097, 0.19320568274774808, 0.1720412463696664, 0.17589133654993225, 0.126387333512593, 0.16964550751015542, 0.15313847205838368]"
BOBYQA,350,585,0,0.0006272197085104164,"[0.17077351097092733, 0.24481860323356447, 0.2091397505235674, 0.1641899856593539, 0.1931574703418811, 0.17205248723899194, 0.17592538203412206, 0.12642583643794342, 0.16970034680347656, 0.15315741407566388]"
BOBYQA,351,590,0,0.0006266655391014514,"[0.17078211269873877, 0.24481841661706813, 0.20915899160806065, 0.16418917371102906, 0.19315248896555362, 0.17209862010856647, 0.1758530432978708, 0.1264702107679402, 0.169713074562578, 0.15315124387969897]"
BOBYQA,352,591,0,0.0006258536390866376,"[0.1707833936920586, 0.24475680978050757, 0.2090961910414754, 0.1642038213735011, 0.19316792144112274, 0.1720997677883347, 0.17587156959208725, 0.12650711575128287, 0.16972233735952766, 0.15315498718231865]"
BOBYQA,353,592,0,0.0006254759606550385,"[0.17077744168593692, 0.24478653468219871, 0.2090756307286622, 0.16422247088773023, 0.19315997187199851, 0.17204292152853357, 0.17587523277473768, 0.12657681889424913, 0.16973360015987146, 0.15315910815039577]"
BOBYQA,354,594,0,0.0006238857211614587,"[0.1708099251367943, 0.24477035436954417, 0.20910664049363079, 0.16419885102106008, 0.19315230921668444, 0.17206966215851816, 0.17586361603753603, 0.12664901695603195, 0.16970249938988313, 0.1531504493342434]"
BOBYQA,355,595,0,0.0006223130355078725,"[0.17082184084045274, 0.2447270345290501, 0.2091383812302578, 0.16418453828925775, 0.19313137337360425, 0.17208503414259665, 0.17589966649109998, 0.1266974694151304, 0.1696537694514744, 0.15314192944806712]"
BOBYQA,356,596,0,0.0006193519889798197,"[0.17093374624800747, 0.24472215469084727, 0.20916628297751366, 0.16416643162369463, 0.19308169837155784, 0.17214278142328443, 0.17594116245413208, 0.1268194648701286, 0.1695937518952548, 0.15312355172232403]"
BOBYQA,357,597,0,0.0006143310642076502,"[0.171039865111995, 0.2445654342794695, 0.20924866803379874, 0.16412333257068368, 0.1930331031617407, 0.17214143824872122, 0.17592297955528538, 0.12712992475161117, 0.1694689530481468, 0.15309390940630754]"
BOBYQA,358,598,0,0.0006073300994286349,"[0.17115790610260978, 0.24460031573304813, 0.20923135437628107, 0.16411983859292753, 0.1929370321662312, 0.17225556008702644, 0.1760564506002843, 0.12743297791301997, 0.16935861757624132, 0.15307258915528157]"
BOBYQA,359,599,0,0.0006026989577840865,"[0.17136669348465913, 0.244508238536113, 0.20935713298397132, 0.16401588902596698, 0.19289667069088098, 0.1723140896038033, 0.17607193642989166, 0.12768042709638502, 0.16924061652677339, 0.1530433669324197]"
BOBYQA,360,600,0,0.0005988930042928207,"[0.17146802984987516, 0.24441916934066266, 0.20932719352233767, 0.16409544305058069, 0.1927431750607733, 0.17235250306880479, 0.17618924186038412, 0.12796299881232795, 0.16911915335213115, 0.15300908485127235]"
BOBYQA,361,601,0,0.0005937166114436284,"[0.17148542882088116, 0.244430308365513, 0.2093024792929489, 0.16401770710353233, 0.19287959570043026, 0.17226097405200863, 0.17610703571847386, 0.1283079841270621, 0.16911212606915385, 0.15301953835017992]"
BOBYQA,362,602,0,0.0005899580055374841,"[0.1716305668661791, 0.2443782926489048, 0.20948347140101323, 0.16395306295920042, 0.19274266533082499, 0.17248529550983185, 0.17604400329513864, 0.1284450303157071, 0.16902990959990546, 0.15299293064705868]"
BOBYQA,363,603,0,0.0005861949189442844,"[0.17177014618132413, 0.24435550786048577, 0.20945970253523347, 0.163855365798219, 0.19278941400536403, 0.17256489966584215, 0.17614352882293505, 0.12870093901440247, 0.16881970449099065, 0.15295067271093088]"
BOBYQA,364,604,0,0.0005825067512212471,"[0.17192354300808735, 0.2442543817802198, 0.20962288912537017, 0.16387619402850606, 0.19264467011581551, 0.17250301416828268, 0.17609126232343444, 0.12896414228212663, 0.16886846932814373, 0.15295426245027627]"
BOBYQA,365,606,0,0.0005786024115084495,"[0.1717914896088613, 0.2442063105827089, 0.2097244005043312, 0.16382422996514479, 0.19265132787770958, 0.17250875796066661, 0.1761732053477208, 0.1289847338415483, 0.1688662156563628, 0.1529592792474246]"
BOBYQA,366,609,0,0.0005773594619550375,"[0.1718584080119195, 0.2442096090601619, 0.20969421768747795, 0.16383087722018855, 0.19268475350000783, 0.1725358129723866, 0.17620435563474854, 0.1289893550486219, 0.1688951949394224, 0.15298886164552292]"
BOBYQA,367,614,0,0.0005759731759710742,"[0.1718907152137088, 0.24415356506519212, 0.2097189089399908, 0.16385186887456304, 0.19264476219888632, 0.17248952082876448, 0.17622409605803144, 0.12899126933961616, 0.16892011106781046, 0.15298593268076177]"
BOBYQA,368,616,0,0.0005746279049226205,"[0.1719279732189424, 0.24413074946796795, 0.20973754470477537, 0.16384284603908314, 0.19262910859168458, 0.1725033345475938, 0.17623474800104966, 0.12907188460071392, 0.16889558234756508, 0.15298235641105842]"
BOBYQA,369,617,0,0.0005736391411746537,"[0.17187737816491572, 0.24409665890997057, 0.2097597455812161, 0.16383404850387437, 0.1925743393896241, 0.17254176294901133, 0.17623589201171225, 0.12910503011388058, 0.1689054345152814, 0.15298821237220434]"
BOBYQA,370,618,0,0.0005728844412171673,"[0.17191621297462778, 0.24409570164387676, 0.20982523998143685, 0.16379992466824395, 0.1926000948272131, 0.17250654523656844, 0.17620808879895372, 0.1291229860004356, 0.16890984592627045, 0.1529839151993952]"
BOBYQA,371,619,0,0.0005724824658380641,"[0.17194841753792758, 0.2440973706239354, 0.20988384521720355, 0.16379186164901133, 0.19258906936934075, 0.17248298512071972, 0.17616039398262245, 0.1291659641366874, 0.1689341759074408, 0.15299228127406705]"
BOBYQA,372,620,0,0.0005723764037536017,"[0.17190412237641242, 0.24406557746853902, 0.20993523695762403, 0.16374761320167014, 0.1926069153504646, 0.17246935613323536, 0.17619486982120325, 0.12919198917655433, 0.1689371375381788, 0.15299929640885276]"
BOBYQA,373,622,0,0.0005720330297947445,"[0.17196104916588584, 0.24406469861294838, 0.21000069210039385, 0.16373817137915075, 0.19257633061712442, 0.17247264285161407, 0.17617281186769854, 0.12916666330923765, 0.16892240751467857, 0.15298960674250497]"
BOBYQA,374,623,0,0.000571186808063025,"[0.17200162725585966, 0.24401141484740665, 0.20999716729009832, 0.16372434539322822, 0.19256599296511862, 0.17250454222500577, 0.17615296600834446, 0.1292143508403238, 0.16896088283999716, 0.15299576549925253]"
BOBYQA,375,624,0,0.000570051196449707,"[0.1720630844560086, 0.24400485097401683, 0.20997573994562016, 0.1637519350841747, 0.19253657669222807, 0.17250659763706117, 0.17616210690226314, 0.12927730199378243, 0.16896709063935314, 0.1529980290611199]"
BOBYQA,376,625,0,0.0005694345748858988,"[0.17209055784954908, 0.2439515834310072, 0.20993836028984625, 0.16377241398066494, 0.19252447594019192, 0.17254105125076932, 0.17612332462984986, 0.1293083208356609, 0.16899512030438457, 0.15300043376851827]"
BOBYQA,377,626,0,0.0005689547904222388,"[0.17212546563273448, 0.2439483520452628, 0.2099305297999561, 0.1637967250402952, 0.19248973987960788, 0.1725433010229148, 0.17612170097257362, 0.12935908182889594, 0.16906022099051984, 0.15300989903211398]"
BOBYQA,378,627,0,0.0005681698954537049,"[0.17216680113006744, 0.243886411649026, 0.20991260848744697, 0.163801927178495, 0.19248227638023127, 0.17253609765361952, 0.1761205267152768, 0.12942065284981233, 0.16904667880801116, 0.15300508491389447]"
BOBYQA,379,628,0,0.0005671837416806141,"[0.17220999613928836, 0.24389330007582996, 0.20991595190633386, 0.1637930882093966, 0.19246415133840195, 0.17261356918405607, 0.1760886511112964, 0.12944602627951596, 0.16904503178834623, 0.153007206710936]"
BOBYQA,380,629,0,0.0005670779603698786,"[0.1723359401491927, 0.24384569732018974, 0.2098867890268533, 0.16380191850849193, 0.19242641500808402, 0.17272026196593918, 0.17612270484755166, 0.12945301039310203, 0.16896700248992702, 0.15297823690313872]"
BOBYQA,381,631,0,0.0005658012286460456,"[0.17230368598669385, 0.24382708598609512, 0.20989191025322249, 0.16377972356593376, 0.1923883115775349, 0.17279498079328726, 0.17612813782885617, 0.12948441927900367, 0.16896127841605213, 0.15298153384247426]"
BOBYQA,382,634,0,0.0005646986488469243,"[0.17235209447248945, 0.24376902922512228, 0.20989763000293654, 0.16379310041549272, 0.19235823525020812, 0.17279694108853358, 0.17618263046058302, 0.12949697480411804, 0.1689673722644537, 0.15298284686674293]"
BOBYQA,383,637,0,0.0005639713439652202,"[0.17236001129813205, 0.24373290307116652, 0.20991223577069623, 0.16374621366734207, 0.19241715719824068, 0.17284113197208859, 0.17618379523832836, 0.12947522081517077, 0.1689501346865803, 0.15298776339860395]"
BOBYQA,384,638,0,0.0005629841939391208,"[0.1724133127489201, 0.2436889801610212, 0.20996403536954064, 0.16373800364606028, 0.1923889764748814, 0.17285409352446002, 0.17619855485746633, 0.12951031958674183, 0.16895697531576456, 0.15299228126080916]"
BOBYQA,385,641,0,0.0005620179223146895,"[0.1723696883094477, 0.24365353572162687, 0.20998408566470453, 0.16374355128517487, 0.19232621775164027, 0.1728901612775563, 0.17619898128282518, 0.1295303172342126, 0.16898407926329978, 0.15299807414347844]"
BOBYQA,386,642,0,0.0005616369204238618,"[0.17238673472225843, 0.2436024272573008, 0.20999792815385976, 0.16374864985481072, 0.1923201937363562, 0.1728707256225923, 0.17626832333543344, 0.1295307605887118, 0.16894443247677707, 0.15298883743316366]"
BOBYQA,387,643,0,0.0005609176319769335,"[0.17241750638988798, 0.2436187947289815, 0.2100608799026784, 0.16371666905016408, 0.19228831632917429, 0.17290645467485272, 0.17627773313547962, 0.12949319752086672, 0.168945660769244, 0.15299123418671867]"
BOBYQA,388,644,0,0.000559844706596353,"[0.1724474742259784, 0.2435919928518743, 0.2101162642126237, 0.1636756251066674, 0.19229650969678777, 0.17291655566505373, 0.17627129799436336, 0.12950913382531667, 0.1688910695931237, 0.1529775657387117]"
BOBYQA,389,645,0,0.0005589168624386214,"[0.17251934094878607, 0.24359552349105268, 0.21016090052764538, 0.16366605208856846, 0.19227704047038977, 0.17293973508313187, 0.17629301655167148, 0.12953246049779352, 0.1688637523845932, 0.15296980236416374]"
BOBYQA,390,646,0,0.000557862783870957,"[0.17255275276667947, 0.24356325289626096, 0.2102149031502493, 0.16361843123229464, 0.19227501518904624, 0.17298712789496998, 0.17629083609517085, 0.12953828562555172, 0.16884456622165442, 0.15296868245086778]"
BOBYQA,391,647,0,0.0005574182707604974,"[0.17261418807151366, 0.24353941817846014, 0.21027183129073881, 0.16361271861596866, 0.19224094753711918, 0.17296734344321485, 0.17628766192914253, 0.12956230975689598, 0.168829191125192, 0.15296576609436013]"
BOBYQA,392,648,0,0.0005559526064703756,"[0.17261614423769436, 0.2434974695341704, 0.21028280831232318, 0.16359168023645734, 0.19224229143094207, 0.17300601383845945, 0.17634767739713836, 0.12960623003792618, 0.1688042606150715, 0.15296088829747836]"
BOBYQA,393,649,0,0.0005554717572530039,"[0.1726667169407905, 0.24348497284990192, 0.21032923850034474, 0.16356852973308023, 0.19221789851615287, 0.17302914755810214, 0.1763781610100694, 0.12957325948942017, 0.168768044619656, 0.15294920766859804]"
BOBYQA,394,650,0,0.0005543040666316668,"[0.17267954824554202, 0.24345894606827725, 0.21035695095612827, 0.163557555185518, 0.19218045272745388, 0.17308742320138484, 0.17637235317831093, 0.12962694098369354, 0.16879085637703037, 0.15295516549151553]"
BOBYQA,395,651,0,0.0005533772406258334,"[0.17274110139616589, 0.24340239671732322, 0.2103876662522243, 0.16353220581421335, 0.19219178233636966, 0.1730856091595162, 0.17637666973011282, 0.1296625321189049, 0.1687878272273307, 0.15295624829161875]"
BOBYQA,396,652,0,0.0005526562739967683,"[0.17272447248015568, 0.24338653448467978, 0.21046473591147674, 0.16350067654580114, 0.19216778358212053, 0.17309609635077042, 0.17638726547581132, 0.12970048258205588, 0.16877070014067969, 0.15295374317272892]"
BOBYQA,397,653,0,0.0005516589682852464,"[0.17278691107255545, 0.2433386480193067, 0.21047535069307693, 0.16349804257069464, 0.19214344419425125, 0.17310896198124326, 0.17643472946097155, 0.1297255986841249, 0.16876388471550222, 0.1529529255788014]"
BOBYQA,398,654,0,0.0005512189266783122,"[0.17284161637254164, 0.24331841272221563, 0.2104890357636072, 0.1634979579084033, 0.19213153867145744, 0.17316740191856664, 0.17640916079905802, 0.1297364139682388, 0.1687192546903175, 0.15294338404621616]"
BOBYQA,399,655,0,0.0005497868812393362,"[0.17290454074183878, 0.2433365432859967, 0.21051932086520986, 0.1634548993727346, 0.19213037497549393, 0.17320532869260774, 0.1764113255082881, 0.12977285341264821, 0.16870681038962765, 0.15293972242629003]"
BOBYQA,400,656,0,0.0005491980066783141,"[0.17295791860071671, 0.24328346284721433, 0.21055105575558108, 0.16344206912298764, 0.19211026793613198, 0.17325653313518202, 0.17642202651101904, 0.12977219334506357, 0.16870399448312398, 0.15293618856501814]"
BOBYQA,401,657,0,0.0005475695653109207,"[0.17297277979888406, 0.24325458427891591, 0.2105476749111147, 0.1634316862869705, 0.19210092418587815, 0.17326612363308924, 0.176431349836689, 0.12985285331704083, 0.16865974456846197, 0.15292640869070576]"
BOBYQA,402,658,0,0.0005452730506844785,"[0.17311623847088004, 0.24320700607955523, 0.21057935561081143, 0.16339977404812597, 0.1920950872180181, 0.17328932860602436, 0.1764265782063193, 0.12997076096865798, 0.16863465942090983, 0.1529237481838528]"
BOBYQA,403,659,0,0.0005406473793870599,"[0.17325560069416357, 0.2430329745749249, 0.21070386606189026, 0.1633125559478844, 0.1920090216764184, 0.1734995390926603, 0.17643543879369192, 0.13015742320576668, 0.1686093754010227, 0.15291874337569067]"
BOBYQA,404,660,0,0.0005352057861927158,"[0.17368758861168482, 0.24273279997143757, 0.21105056539538833, 0.16314065363322622, 0.19194110813148407, 0.17347716918379252, 0.17654167310742833, 0.1305972317793565, 0.16854866930501783, 0.15291479247890233]"
BOBYQA,405,661,0,0.0005271412372952816,"[0.1741436919427488, 0.24256383427663822, 0.2110611228013602, 0.1631161793948213, 0.19171529505425441, 0.17402986347079377, 0.17648437777234105, 0.13068707003373967, 0.16836984002804178, 0.1528608128549871]"
BOBYQA,406,662,0,0.000525842242870678,"[0.17451082241066437, 0.24211487771172574, 0.21108906846330913, 0.1631030793362491, 0.19163178298662517, 0.1741006041754111, 0.17645478962976283, 0.1311876794276091, 0.16856455881705856, 0.15289716540450646]"
BOBYQA,407,663,0,0.0005222561191469463,"[0.17460398172348587, 0.24188816404854407, 0.2116846267411764, 0.16281517766266618, 0.19146899024781772, 0.17420930155979295, 0.1767301027319641, 0.13128114831412704, 0.16842529995123526, 0.15288707305629542]"
BOBYQA,408,666,0,0.0005199013802996543,"[0.17471222834178018, 0.2419007785229666, 0.21167519282943234, 0.1629118639741634, 0.19135362949133927, 0.17404821326017383, 0.17668966939857028, 0.1315938189015514, 0.16843069449983233, 0.15288845395727133]"
BOBYQA,409,668,0,0.0005169942603372659,"[0.17480117470699408, 0.24180335756842566, 0.21167992768568322, 0.16281711678578037, 0.19145573277579037, 0.17402271772774522, 0.17664361596744002, 0.13161315066911622, 0.16843004810759807, 0.15288315332401944]"
BOBYQA,410,671,0,0.0005153569507446779,"[0.17479653471583284, 0.2418659907335987, 0.21168033798331823, 0.16279852699513714, 0.19145905508532451, 0.1740817818486963, 0.1766697843554757, 0.13165198581902754, 0.16843413922858777, 0.15288243942922053]"
BOBYQA,411,674,0,0.0005148556709827063,"[0.17481390492344365, 0.24181327745016648, 0.21164819580393754, 0.16283059555742074, 0.19140890984045184, 0.17411328028428663, 0.17667489543827736, 0.13162795284098205, 0.16846142698740518, 0.15288418506511592]"
BOBYQA,412,678,0,0.0005144134609910469,"[0.17474932576419622, 0.2418480875355009, 0.21164549523284842, 0.16281837715164527, 0.1914226211062377, 0.1741515903158454, 0.17665753189248218, 0.13158584811061078, 0.16843684936989908, 0.15287290721186172]"
BOBYQA,413,679,0,0.0005142212912633984,"[0.17476522464544217, 0.24188046972255686, 0.21158148152090459, 0.16286541089044404, 0.19141041985575127, 0.17413901929417214, 0.17669123127455366, 0.13156555723803953, 0.16841508928615628, 0.15286510199380965]"
BOBYQA,414,681,0,0.0005134547992377038,"[0.17481947795045447, 0.24183755937851198, 0.21160821035475133, 0.16285155386635725, 0.19138370249294243, 0.174172339965332, 0.17669876074146454, 0.13161430733066395, 0.16840836423495176, 0.1528626003392997]"
BOBYQA,415,682,0,0.0005117853535512504,"[0.17483410831990667, 0.24182572844500885, 0.21156252323062716, 0.16283153410749393, 0.1914225476167593, 0.1742190516862352, 0.17669274313352973, 0.13164254235385012, 0.16835754969724856, 0.15285543072628388]"
BOBYQA,416,683,0,0.0005117081048810239,"[0.17487481581426903, 0.2418425312748592, 0.21153787117522244, 0.1628490571290308, 0.19138156773665077, 0.1742896499700612, 0.17668993880390269, 0.13165103018873447, 0.16834115545235767, 0.15284387055465076]"
BOBYQA,417,684,0,0.0005109576363787591,"[0.17492101079969857, 0.24179695680662555, 0.21156799381933517, 0.1628321794019359, 0.1913604816674159, 0.17430606419754838, 0.176702926875046, 0.13171193659194363, 0.16833934305967377, 0.1528428000803472]"
BOBYQA,418,685,0,0.0005106863857109571,"[0.17494166839024128, 0.24173961195911434, 0.21153995812072593, 0.16282041470241662, 0.1913910919864622, 0.1743064319938582, 0.17675444677904914, 0.13169291677140207, 0.16830311753979307, 0.1528330556159285]"
BOBYQA,419,686,0,0.0005098182077015854,"[0.174982244393488, 0.24170427036346734, 0.2115824217877218, 0.1627937940499241, 0.1913684243064396, 0.17432581634609884, 0.17678266774440266, 0.13174049876838914, 0.16827849565025943, 0.15282701791542114]"
