method,point_index,x
BOBYQA,318,"[0.35851996539360004, 0.26271035810989224, 0.05540429555985791, 0.12344038699767977, 0.09543279167171227, 0.0027811968607388306, 0.031580637780627585, 0.0009597733103819163, 0.10672644381779436, 0.17286820806899972]"
BOBYQA,319,"[0.35852434520767135, 0.26283274110430394, 0.05528328655823574, 0.12356462489333908, 0.09530802480535015, 0.002789880444093015, 0.031604389489396374, 0.000929377578291326, 0.10671808727199654, 0.1728723002799919]"
BOBYQA,320,"[0.3584925383534702, 0.2629169689486963, 0.05532022660365771, 0.12358372769771746, 0.0951611598512801, 0.0026704516312587704, 0.03158078266298993, 0.0010170279676691317, 0.10674235493919539, 0.17278401113849953]"
BOBYQA,321,"[0.35843954447827664, 0.26306095019696263, 0.055304248349613054, 0.12353781571245055, 0.0951405037455958, 0.0026996840142026147, 0.03168793883587834, 0.0010901831848541812, 0.10687688344398504, 0.17279729228054386]"
BOBYQA,322,"[0.35848980847042594, 0.2631781934761124, 0.05524937627470119, 0.12359746154604344, 0.09506059099938062, 0.0026940302907052416, 0.03175786868484384, 0.0011166470385351505, 0.10702368062854165, 0.17272052743643287]"
BOBYQA,323,"[0.35843861733613847, 0.2633173080603208, 0.05518504616503542, 0.12362621873167653, 0.0949657433073071, 0.0028206019560772077, 0.031786624249956305, 0.0012103417058770768, 0.10704009948721745, 0.17274200880716217]"
BOBYQA,324,"[0.35839461208860135, 0.26363125038743124, 0.05502982237872863, 0.1237380558693774, 0.0948410262144612, 0.0031028300706109953, 0.03186335469875019, 0.001296962786509848, 0.10708997783829571, 0.17271065049989123]"
BOBYQA,325,"[0.3585275024589782, 0.2637392677821949, 0.0546854028481737, 0.1238608390625045, 0.09469908735342283, 0.0030208064162392263, 0.03207315784234841, 0.0013299792581970668, 0.10711935930816587, 0.17282594956030087]"
BOBYQA,326,"[0.3589728454054399, 0.26396195368335734, 0.05401351087321713, 0.12428397576058581, 0.09463791658339239, 0.0029310796461219334, 0.032364445644792635, 0.0013516145340706572, 0.10707199867701732, 0.17296347657907246]"
BOBYQA,327,"[0.35856416038383027, 0.2639804295420971, 0.05354108666859246, 0.12458450045706831, 0.09403091427471494, 0.0028156608261907115, 0.03257772150548503, 0.0014607713790761956, 0.10733896933076967, 0.17303666130880166]"
BOBYQA,328,"[0.357768158112658, 0.2641669668600745, 0.05243369164748128, 0.12555167456038227, 0.09304825490149982, 0.002614941235002829, 0.03264169419241606, 0.0011691581263600754, 0.1074897700703531, 0.17323346372083928]"
BOBYQA,329,"[0.35796945998684276, 0.26526124334189516, 0.049839413711492524, 0.12772503363753662, 0.09142873763519864, 0.002185090384529349, 0.03297256163083118, 0.0008460830621112527, 0.10705435928526315, 0.17344306154747513]"
BOBYQA,330,"[0.35568140622391164, 0.26714056181151624, 0.04936471502279704, 0.12845170942804882, 0.08920135568439043, 0.002660788448378119, 0.03235777033766989, 0.0, 0.10669473589195219, 0.17331813641793412]"
BOBYQA,331,"[0.3556254131002069, 0.26644818910999424, 0.04753755895462876, 0.12980500051704502, 0.08918913589248118, 0.002928392263307316, 0.034118411951741145, 0.0, 0.10922616382028418, 0.17416344405923181]"
BOBYQA,332,"[0.3564132842576271, 0.26596441403585014, 0.048393097598676646, 0.13032296955590175, 0.08795349253399806, 0.00270671292270686, 0.03425048528887788, 9.787402314816038e-5, 0.10966221135347538, 0.17358160048162108]"
BOBYQA,333,"[0.3551579029513021, 0.265302941881298, 0.04801283689043821, 0.13052035065552742, 0.08692304743874774, 0.0019443631071265025, 0.03456933093124473, 5.37967702447496e-5, 0.10947189583807702, 0.173663887119558]"
BOBYQA,334,"[0.35400386364333347, 0.2648067089002385, 0.04744166491285822, 0.13138192702219706, 0.08642451399422307, 0.002257976325686895, 0.03373494847089096, 0.0, 0.1100032988170515, 0.17377207489925114]"
BOBYQA,335,"[0.35330353244374657, 0.26529890524531324, 0.04677769384796479, 0.1319263863273332, 0.08554438882641813, 0.0020713760582318423, 0.034696469739198744, 0.0, 0.11086807215073737, 0.17395879750066096]"
BOBYQA,336,"[0.3518688878297974, 0.2660254694894743, 0.04541939087530473, 0.1329939163698898, 0.0839216546566459, 0.002526902096146974, 0.03627413842060182, 0.0, 0.11310586024405538, 0.17415498959378314]"
BOBYQA,337,"[0.34919250473333946, 0.26669310201787716, 0.04178905488402896, 0.13642763854772852, 0.08100925364355134, 0.003276055158418203, 0.038654471255071474, 0.0, 0.11702433683828224, 0.1752248093397285]"
BOBYQA,338,"[0.35031161979163283, 0.2683895708108868, 0.03921106142299041, 0.13746729371575978, 0.07958821886528136, 0.002472038356248456, 0.03902411521409522, 0.0, 0.11800643763476232, 0.1746570029319365]"
BOBYQA,339,"[0.3494316703773353, 0.26770595124651675, 0.039692398402216444, 0.13820770903863117, 0.07932545406611216, 0.0023433096208112384, 0.0395094091775613, 0.0011080908827378632, 0.1184535224953066, 0.17512203213166072]"
BOBYQA,340,"[0.34914512736938497, 0.267669788782035, 0.039182973606957605, 0.13794109723226144, 0.0792700150318473, 0.0026882770716460795, 0.03915059050863161, 0.0015599256037700253, 0.11809645815299792, 0.175135539737518]"
BOBYQA,341,"[0.3492391944529685, 0.2678642911176281, 0.03922731662886361, 0.1377086268768118, 0.0793238409706901, 0.002836453237731804, 0.03922100094441966, 0.0015339392756257412, 0.11831771754120665, 0.17539445411791177]"
BOBYQA,342,"[0.3490221548193808, 0.2680607235614968, 0.03918679647474834, 0.1376009354915677, 0.07936011445578318, 0.0026033652752827257, 0.03941730297855691, 0.001366329855382369, 0.11816094050896517, 0.17545262465440015]"
BOBYQA,343,"[0.3490022945797261, 0.26817746092355416, 0.039197522129996595, 0.13757185724587945, 0.07923669157423767, 0.0025420624306090487, 0.039390989848634164, 0.001444411977692145, 0.11825408544491732, 0.17533925463172026]"
BOBYQA,344,"[0.3490538396124394, 0.26821606121745445, 0.03926532631677025, 0.13758767619868176, 0.07911042153544029, 0.002515726630400598, 0.039261164165257004, 0.001337547402686331, 0.11822301343896402, 0.17542539044839633]"
BOBYQA,345,"[0.34909027928081715, 0.26826481405327274, 0.03929821107375882, 0.13764433234160023, 0.07901371467863275, 0.0024507513651823255, 0.0391032287032103, 0.0012453547751526608, 0.11816401671861085, 0.17548701910965692]"
BOBYQA,346,"[0.3490905562964729, 0.2683330007590564, 0.039287957102867456, 0.1377522192457383, 0.0788211561737349, 0.0023349664877164683, 0.03880817333297176, 0.001020372025478813, 0.11795481383869978, 0.17551612826639126]"
BOBYQA,347,"[0.34902823392958054, 0.2685131658850526, 0.03906444902102099, 0.13808869002145138, 0.07851316414512566, 0.0021438118841346767, 0.03831522812137492, 0.0005450991227867421, 0.11751140994912614, 0.17549965141081453]"
BOBYQA,348,"[0.3487012637701364, 0.2685862177658484, 0.0391271303060508, 0.13813025855021221, 0.07809483080635772, 0.0020173955270497085, 0.037807510509265056, 2.442016171416402e-5, 0.11711548137422116, 0.17545340251120917]"
BOBYQA,349,"[0.3474259604762008, 0.2681767777979814, 0.039518501697873284, 0.1383309387026717, 0.07738368777793724, 0.0017118322986734212, 0.03672047431708295, 0.0, 0.11664976567448972, 0.1754223572634389]"
BOBYQA,350,"[0.34475137909653514, 0.26632494228160314, 0.03970701515004265, 0.13912975818391693, 0.07648118014965939, 0.0007583913425164568, 0.035053531064590554, 0.0, 0.11670068191823275, 0.17585306768988082]"
BOBYQA,351,"[0.3428669131250693, 0.26778988782777974, 0.03827098641347098, 0.14076432430236596, 0.07460724900917252, 0.0010885023263498528, 0.035611102670472426, 0.0, 0.11795371139429983, 0.17597088584018236]"
BOBYQA,352,"[0.3427814403897327, 0.2688266993241581, 0.037545736905006594, 0.14205616597063364, 0.07203365738724092, 0.0008353332088082211, 0.03334242627567742, 0.0, 0.11713659274172042, 0.17556157628542673]"
BOBYQA,353,"[0.3396600395322833, 0.26844518205333817, 0.03742541569759381, 0.14269368026597762, 0.07006294894589507, 0.0009379923998869655, 0.03302216501447513, 0.0, 0.11841141070802273, 0.1756846390185742]"
BOBYQA,354,"[0.3336795623603256, 0.2668178691380672, 0.03726872754056225, 0.14481956049026304, 0.0664109670956323, 0.0002330842208537816, 0.030763397010651346, 0.0, 0.11978714795948911, 0.17567519082750963]"
BOBYQA,355,"[0.33289398553404476, 0.26641278256873924, 0.03594633194382059, 0.14554217674346004, 0.06501386480628067, 0.00031620596058735094, 0.031611956005530094, 0.0, 0.12256364056177957, 0.17725848032364508]"
BOBYQA,356,"[0.3294803470094574, 0.26652672934588556, 0.03655772606829158, 0.14619810998948946, 0.06353612358578714, 0.0007778669352081196, 0.030922488165016623, 0.0, 0.12333980228688186, 0.17730428097502188]"
BOBYQA,357,"[0.32936952772433115, 0.26662204734302086, 0.035344362053736186, 0.14702743956154002, 0.06245033715909942, 0.0, 0.030879295802613557, 0.0, 0.12340592561822167, 0.17742684808368578]"
BOBYQA,358,"[0.32785056236532534, 0.26612642989812046, 0.03544726373960769, 0.14665333164114325, 0.06232718014715196, 0.0, 0.03090647874897342, 0.0, 0.12453050929143952, 0.17747825822958557]"
BOBYQA,359,"[0.32496593528016443, 0.26499942474032123, 0.03631122897283468, 0.14636925343350438, 0.0617986267651421, 0.0, 0.029659299234545817, 0.0, 0.126445674478764, 0.17763847722895185]"
BOBYQA,360,"[0.324645859589091, 0.2641864344700533, 0.03529332475906195, 0.14682196003198514, 0.06071819030961141, 0.0, 0.03051652747967746, 0.00021934450474615048, 0.12655654283708623, 0.17749842357380138]"
BOBYQA,361,"[0.3242472839784673, 0.2642340438562653, 0.03412133997740727, 0.14795956205199134, 0.06025273024164898, 0.0, 0.030668364476223023, 0.0, 0.12733532348593182, 0.17801178620916175]"
BOBYQA,362,"[0.32342493582416837, 0.2648685927429842, 0.03343260730207234, 0.1485304293574107, 0.05896861409834572, 0.0, 0.030811623780185225, 0.0, 0.1279957128649667, 0.17805575580491595]"
BOBYQA,363,"[0.3230285389363916, 0.26630002781205797, 0.03134083761798198, 0.14959077430274229, 0.057045765903592234, 0.0, 0.03171070251589815, 0.0, 0.1298679499119538, 0.1785351050122769]"
BOBYQA,364,"[0.3223034167834942, 0.2672964588932427, 0.02691530284664927, 0.1524081141376243, 0.05475811495863514, 0.0, 0.034697908551130786, 0.0, 0.13427016446549805, 0.17963471223628294]"
BOBYQA,365,"[0.31728546034078103, 0.267353184217737, 0.02641302717654108, 0.15413600391779092, 0.05024356297881389, 0.0, 0.030998600603872904, 0.0, 0.13529735244230678, 0.1801293353126062]"
BOBYQA,366,"[0.30729039028161825, 0.2661031104108573, 0.022412914422146206, 0.158539613972695, 0.04274149921730886, 0.0, 0.0311937893838198, 0.0, 0.1429555705400436, 0.18195227274668352]"
BOBYQA,367,"[0.30280186907586054, 0.26687097133478643, 0.019157684641467294, 0.1590422116683973, 0.03967143096852534, 0.0, 0.030038130512394578, 0.0, 0.14757196940495515, 0.18231178800094985]"
BOBYQA,368,"[0.297916116177481, 0.26516643105066096, 0.02078300990565303, 0.16089003865760812, 0.0355784434129487, 0.0, 0.02630426043260374, 0.0, 0.1471675689118531, 0.18262284448570323]"
BOBYQA,369,"[0.29151245390509695, 0.2659016442607938, 0.015859779966609103, 0.16480773151644657, 0.029559727454936992, 0.0, 0.027655943003092317, 0.0, 0.15402801176384265, 0.1840975961329338]"
BOBYQA,370,"[0.2864404759155092, 0.27349982899157577, 0.012496761970516704, 0.16784737174290632, 0.02472179227834484, 0.0, 0.029129373403843903, 0.0, 0.1601286161814506, 0.18537267753261114]"
BOBYQA,371,"[0.2830848028534274, 0.2740661288100566, 0.008979145727082725, 0.1676637722271742, 0.026446297793239676, 0.0, 0.030389645504886265, 0.0, 0.15660457514858936, 0.18643897187056582]"
BOBYQA,372,"[0.2825922145333162, 0.27413108039913753, 0.00871993791755027, 0.16787216159556384, 0.026058666436030792, 0.0, 0.03038377480875708, 0.0, 0.1569673102605338, 0.18657524337444198]"
BOBYQA,373,"[0.2825500200587429, 0.27376915999989965, 0.009191457424936928, 0.167713274621969, 0.025940997770955397, 0.00016106854422791436, 0.030260248710555136, 0.0, 0.1573901378881653, 0.18636609595708736]"
BOBYQA,374,"[0.28246397460588046, 0.27387650182808, 0.009244135810628476, 0.16771648320238333, 0.02587538403113489, 9.616552540571172e-5, 0.02993711693455616, 0.0, 0.15726866173203172, 0.1862432975929743]"
BOBYQA,375,"[0.28247786298438865, 0.27390991510386337, 0.009253121230121402, 0.16770632172470176, 0.025856191383806272, 8.214267484141102e-5, 0.029939913912247942, 0.0001955932778848165, 0.15729380649576336, 0.18625612770531952]"
BOBYQA,376,"[0.28252553764367533, 0.2740745192926682, 0.009291860691027446, 0.16769012637076688, 0.0258644516857604, 7.211551552767877e-5, 0.02996752308272352, 0.000150719186116185, 0.15737475698686496, 0.18623395579735574]"
BOBYQA,377,"[0.28246547896632623, 0.274083380975829, 0.00925688217763213, 0.16771770236694672, 0.02581565587952446, 7.220785533978946e-5, 0.029967061016201967, 0.0001491443265867669, 0.15741744334669544, 0.18624511983092504]"
BOBYQA,378,"[0.28245563177298777, 0.274117483697693, 0.00919912798227552, 0.1677009462293834, 0.02583774530566604, 0.00012165224914695206, 0.029979678883028445, 0.0001167610750282326, 0.15738904260054662, 0.1862584067856064]"
BOBYQA,379,"[0.2824770566201481, 0.2741015280064641, 0.009219154330576395, 0.1676703084631139, 0.025811655234795523, 0.00012071327602610664, 0.029994364817343567, 5.040068728363505e-5, 0.1574283162124289, 0.18622519087516934]"
BOBYQA,380,"[0.2825264411860509, 0.2741460336781606, 0.009199338160778269, 0.16768054193868856, 0.025772111568298152, 0.00011999938376545588, 0.03003277678166965, 5.0102620146632786e-5, 0.15747242313036527, 0.1862153011850752]"
BOBYQA,381,"[0.28248281519771473, 0.27417905078580634, 0.009154740051442702, 0.16768908362183343, 0.025725169386677953, 0.00012075685195574836, 0.030054586292662354, 1.5344641835784256e-5, 0.15749739081862463, 0.18619448310205094]"
BOBYQA,382,"[0.2825266127853124, 0.2741357554342221, 0.009136365991541384, 0.16765634920440767, 0.025719288612737368, 0.0001268019232470271, 0.03006928737926459, 0.0, 0.15752681583819644, 0.18613609134283662]"
BOBYQA,383,"[0.2825268482860732, 0.2741405515777335, 0.009119314390970386, 0.16758202766225946, 0.025677374458373647, 0.00012992952492604744, 0.030071306782195856, 1.2541508902672848e-6, 0.1575342077985096, 0.18608776306282096]"
BOBYQA,384,"[0.28254056635072117, 0.2741594699407729, 0.009066673525428918, 0.16742637036100672, 0.025612451779280565, 0.00013628489472628278, 0.03007667905909924, 0.0, 0.15753516085476948, 0.18599739179234054]"
BOBYQA,385,"[0.2825169378707227, 0.27414924889506165, 0.008996969014778557, 0.16712497997773806, 0.02543194374806092, 0.00018971326169639295, 0.03013496250273725, 5.207230837399882e-5, 0.15754436450214188, 0.1858490293602118]"
BOBYQA,386,"[0.28277478862964317, 0.2741065697077923, 0.009226971695879289, 0.16717245479836176, 0.025385273346672028, 0.0001772455073513843, 0.030068876253705884, 4.865017149659095e-5, 0.15771419878159706, 0.18581772402333016]"
BOBYQA,387,"[0.2827025832453319, 0.27411811160413374, 0.009237567117265715, 0.1670478525766582, 0.02510658613670178, 0.000332396669902883, 0.030113449912074066, 0.00011256980338527985, 0.1578907413883449, 0.18582380052700892]"
BOBYQA,388,"[0.2825443075738191, 0.2741828136601291, 0.009295498236637058, 0.16700534173428516, 0.024641569160669785, 0.0006522424320990806, 0.03013447742298408, 0.0002713718785723058, 0.1583829420447345, 0.18596213139270543]"
BOBYQA,389,"[0.2822849167808055, 0.2739761045999193, 0.009372462303971256, 0.16711694381880077, 0.024148616645525665, 0.0008626036443636173, 0.02990129540603689, 0.00014432778791853652, 0.15877380796554721, 0.18599476640665327]"
BOBYQA,390,"[0.28144431212186005, 0.27363601896400475, 0.00935975651573333, 0.16729185762931165, 0.023431769321719448, 0.0012398928325576721, 0.029230609908291565, 0.0, 0.15952900153782862, 0.18609368654312158]"
BOBYQA,391,"[0.2820033148750521, 0.27349263776552984, 0.009612614692453728, 0.16763004764707495, 0.022333723550001707, 0.001517746800153024, 0.02946896651931997, 0.0, 0.16036828810087989, 0.18616095358678675]"
BOBYQA,392,"[0.282859203556655, 0.2739685419963418, 0.010312535663367857, 0.16820003090629437, 0.020583924016984147, 0.002189335455367691, 0.030042822022683147, 0.0, 0.1625020866216215, 0.18642734325074314]"
BOBYQA,393,"[0.2831981866063581, 0.27242526402792094, 0.00996076562984768, 0.16900900199890898, 0.018150029644397887, 0.002755424364237092, 0.029674593366799874, 0.0003262077521760691, 0.16319373841150478, 0.18640448039138974]"
BOBYQA,394,"[0.2830980648114928, 0.2724116122817183, 0.01008650085891001, 0.16849030564504155, 0.018201094822670648, 0.003006573266892898, 0.029833318264207292, 0.0012574733718024862, 0.16329821221594934, 0.18627317883903344]"
BOBYQA,395,"[0.283104425949155, 0.2722823223991095, 0.010687979340652343, 0.16849403393064252, 0.017986670717735825, 0.00294366689792628, 0.030126153370313293, 0.0011683596852812609, 0.16295550521366314, 0.18629258894276576]"
BOBYQA,396,"[0.2831883118034548, 0.2723193548353263, 0.010746781777706677, 0.16833149404372547, 0.017952639801522126, 0.0030149467406273894, 0.029948089577093565, 0.0011384109713924206, 0.16293190917508812, 0.18657949570198215]"
BOBYQA,397,"[0.28320261606783526, 0.2722824911464712, 0.010767577820963832, 0.16832900296705436, 0.017807870421134984, 0.0030638401574754506, 0.029936629053618158, 0.0011592367317691064, 0.16305007458385773, 0.1865684995138086]"
BOBYQA,398,"[0.28323337956939115, 0.2723492631928639, 0.010787980545528883, 0.16830737603968202, 0.01782773092142777, 0.0030543221951751446, 0.029969034230971293, 0.0011564472238687607, 0.1630955354416351, 0.1865785746363191]"
BOBYQA,399,"[0.28322443234426015, 0.2723125255675708, 0.010802672032563137, 0.16826609666805295, 0.01783739892073686, 0.003012320615509013, 0.02995111277254508, 0.0012177972383676228, 0.1631198268418823, 0.18658942773517223]"
BOBYQA,400,"[0.28320706459170164, 0.272330425613849, 0.010785979796715929, 0.16825602114695953, 0.01782863885333902, 0.003084997505768095, 0.02995617154842151, 0.0012777662457685202, 0.16312134562827088, 0.18659329473902064]"
BOBYQA,401,"[0.28318640973272124, 0.2723246735378027, 0.010842968233263058, 0.1682006623541472, 0.017799293635927842, 0.0031028180632776516, 0.02993131048899627, 0.001281550675515204, 0.16310803811044142, 0.1865580837420163]"
BOBYQA,402,"[0.2831571420418292, 0.2722943570038041, 0.010839247959759124, 0.16822514161948784, 0.017744414044355703, 0.0031194495423744165, 0.029896538976289307, 0.001261698732658175, 0.1631600457277593, 0.186561945025652]"
BOBYQA,403,"[0.2831954337057865, 0.2722940171441352, 0.010842277065053989, 0.16816904395705684, 0.01774669592452343, 0.003165057279445568, 0.029858188399299906, 0.001272339591819451, 0.1631514883908094, 0.18660238033750984]"
BOBYQA,404,"[0.2832043232520262, 0.2722497445940927, 0.010856282830740211, 0.1681682246970387, 0.0176716828110781, 0.0031908542649171016, 0.029853306894364343, 0.0013059788168065965, 0.16316865784176512, 0.18660700812083175]"
BOBYQA,405,"[0.2831733828348105, 0.27227893829559274, 0.01082492858783145, 0.16822567608678668, 0.017648633636263088, 0.0031654653575043943, 0.029883607914188072, 0.0013052380109785165, 0.16316074567835528, 0.18664883518907913]"
BOBYQA,406,"[0.28316752284509417, 0.2722927362670298, 0.01077424391597256, 0.1681668166590551, 0.017650989999574873, 0.003147000735130359, 0.029867075739631762, 0.0013243768625517288, 0.1631082546653516, 0.18664954137721776]"
BOBYQA,407,"[0.2831531469570883, 0.27227838752318695, 0.010828679493650323, 0.16816268128462336, 0.01763577793253796, 0.0031631974154018878, 0.029888793216376455, 0.0013838549065891008, 0.16309571090645422, 0.186693663277835]"
BOBYQA,408,"[0.283132029304544, 0.27229518171842787, 0.010838012381238554, 0.1680997521651643, 0.01757353388881642, 0.0031380398531304803, 0.02988842209067308, 0.0013738902912454381, 0.16307254751626893, 0.18670269793522967]"
BOBYQA,409,"[0.283120090612905, 0.2723107372052041, 0.010882715842964689, 0.16808003919123754, 0.01752169322469716, 0.00318899514515358, 0.029896376067380385, 0.0013746310932982648, 0.16303772041591058, 0.18672854084427198]"
BOBYQA,410,"[0.2831232405493795, 0.27230048979988525, 0.010869946662918163, 0.16808018646796777, 0.017462994911978856, 0.0032084557832147776, 0.029896140662702398, 0.001379173560916054, 0.16303554001715828, 0.1868051720586632]"
BOBYQA,411,"[0.2831195112726081, 0.2723118143814119, 0.010882850864265875, 0.1680806880931375, 0.017394031812363372, 0.0032305621338001625, 0.029928235682110005, 0.0013994379881480433, 0.16302993436959198, 0.18685970934770973]"
BOBYQA,412,"[0.28310270199670134, 0.27234217900677465, 0.010936718692285368, 0.16809711509654654, 0.017257547059249072, 0.0032839586488970104, 0.029996885907345828, 0.0014731836284376087, 0.1630199898794364, 0.18692211453183152]"
BOBYQA,413,"[0.2830468709609604, 0.2724029373903857, 0.011094211878600064, 0.16815174509529052, 0.01703108176827977, 0.003395946787741186, 0.03011889741667151, 0.0016844988609891157, 0.16297846602479427, 0.18693971385268712]"
BOBYQA,414,"[0.28290760777963814, 0.2726774260926339, 0.011365641327032048, 0.16818196839638658, 0.016574766589750545, 0.003685992524170006, 0.03041063190413473, 0.0019791603369322475, 0.1628999513677793, 0.1869247036582327]"
BOBYQA,415,"[0.2822930438860745, 0.2736773401948665, 0.011837435639752876, 0.16792064692850195, 0.016478930928293355, 0.00337990681675773, 0.031120159160091324, 0.0018770684533995533, 0.1623762295095073, 0.18690031048210073]"
BOBYQA,416,"[0.2821803099936616, 0.2741048474186111, 0.011523654948927124, 0.16785637520561542, 0.01625320803615817, 0.003807133760596799, 0.03122211643116643, 0.0019645964140704523, 0.16224787207755317, 0.18662840292076477]"
BOBYQA,417,"[0.2821444390580305, 0.27418879743448504, 0.011187285361555948, 0.1680083333388816, 0.015872812031221085, 0.004240828181209915, 0.031189521073691072, 0.002339074973365817, 0.16235877389848866, 0.18653331315471722]"
BOBYQA,418,"[0.28238568734786523, 0.27402887154738287, 0.011123117671959023, 0.16810660867451133, 0.015475967155112201, 0.0047883802448391004, 0.031137409357468972, 0.0025876187886976756, 0.1624067253694293, 0.18639781659183127]"
BOBYQA,419,"[0.2821232047054572, 0.27388052839200877, 0.011293944998324028, 0.16829438952311024, 0.015303147596933069, 0.0052134638144307, 0.03093051255916957, 0.002970797235993199, 0.16266823525418167, 0.18652458993243215]"
BOBYQA,420,"[0.28221808608044585, 0.27360885485673403, 0.011554145536468715, 0.16844007817481355, 0.014953608603124918, 0.005527472299749755, 0.030774335582383128, 0.0034085661620391547, 0.16283923495571773, 0.18657158882567326]"
BOBYQA,421,"[0.28213276195969816, 0.2736270687090226, 0.011467325075678332, 0.16847582024702976, 0.014815215888009783, 0.0056531043367093955, 0.030470462713854292, 0.003529331061847802, 0.16280264360847557, 0.1865909537839998]"
BOBYQA,422,"[0.282134907511729, 0.27361167407585973, 0.011448859697121649, 0.1685528192221379, 0.014776263349043894, 0.005657734961017843, 0.030555920086627004, 0.0036623144602742873, 0.16280095606265466, 0.18667437711347526]"
BOBYQA,423,"[0.2821228950922208, 0.27355491050918157, 0.011458988980502969, 0.16853268574714003, 0.014674661755658992, 0.0056854696604231696, 0.03065954817888794, 0.003770350587013112, 0.16280661168568014, 0.1867252786899793]"
BOBYQA,424,"[0.2820740614242089, 0.27343267394338344, 0.011468366322654772, 0.16856571685037575, 0.01444871142843417, 0.005736274713609088, 0.03085231214351473, 0.003988354637710088, 0.1628596099546132, 0.18674444308489574]"
BOBYQA,425,"[0.2821203192117743, 0.2733202525952655, 0.011608974642980188, 0.1687053005373557, 0.01394370429696817, 0.005864500666241072, 0.03117353907724666, 0.004407560653852924, 0.16304751588135952, 0.18676069701272247]"
BOBYQA,426,"[0.2828456144497788, 0.273107552612769, 0.012152285844663286, 0.16901918485846754, 0.012992793436870093, 0.005931375572369109, 0.03170259266215565, 0.004902551408281783, 0.16344839334577824, 0.18678667979901997]"
BOBYQA,427,"[0.2819349664083962, 0.27322398986569685, 0.012084286034446848, 0.16924345042762243, 0.012215499631778856, 0.006186284303137722, 0.032285243483229295, 0.005400041422790125, 0.1640515912325118, 0.18699223608403803]"
BOBYQA,428,"[0.28103330979556074, 0.27306251735871, 0.011707145190851332, 0.169379598077286, 0.011576471027899101, 0.006665879421876622, 0.03235979573091093, 0.00632238102982311, 0.16402444665622556, 0.1867376848460762]"
BOBYQA,429,"[0.2810389688331068, 0.2730891514334854, 0.011717064410228545, 0.16936508182971366, 0.011629608317856255, 0.006712776986697626, 0.032338374131479566, 0.006312757352841491, 0.16402968517874345, 0.1867955432389776]"
BOBYQA,430,"[0.28102311786313067, 0.2730733839751195, 0.011724660735851043, 0.16938453579519233, 0.011568766430714673, 0.0067482214386737445, 0.03235484715347096, 0.006369734663194765, 0.1640536438199976, 0.18679930326896188]"
BOBYQA,431,"[0.2810313847171889, 0.2730373603256558, 0.011696734281117649, 0.16943480509675432, 0.011576274131273373, 0.0067487073051682245, 0.032361489656272314, 0.006392603545553185, 0.16401479003506034, 0.18685581644785065]"
BOBYQA,432,"[0.28101170054150637, 0.2730317217329602, 0.011692747553885519, 0.16945013277177967, 0.011510176380149291, 0.006761159237246351, 0.03239095798968858, 0.006451243440878848, 0.16403677801623107, 0.18685974751057796]"
BOBYQA,433,"[0.2810793924332324, 0.2729964731299425, 0.011665260195176438, 0.16945693855143643, 0.011505493709843549, 0.006797480436009985, 0.03237219112015692, 0.006488935636641525, 0.16405115443182527, 0.18685248562137946]"
BOBYQA,434,"[0.28107238831892484, 0.2729942145594746, 0.011631915740006155, 0.16945552220178817, 0.011552423503152337, 0.00681533356799694, 0.03243190541584894, 0.006534864002590913, 0.16405715290310569, 0.1868769733553917]"
BOBYQA,435,"[0.28102420239855075, 0.2729813786959803, 0.01160664512479625, 0.1694673690986063, 0.011515382296186896, 0.006850473943294981, 0.03244009834387874, 0.006598258228732829, 0.16405746359290835, 0.18687053447092147]"
BOBYQA,436,"[0.2809724565432364, 0.273025376304891, 0.0115984989290615, 0.16945691880319208, 0.011476844732146767, 0.006900302599835948, 0.03241701697543956, 0.006618920745030204, 0.16406823236879006, 0.18688346942941228]"
BOBYQA,437,"[0.28096046098717664, 0.27301326084177197, 0.01161194749849611, 0.16947311500855258, 0.011429679647780652, 0.006910018872252881, 0.032388410192382464, 0.006610653503210173, 0.16405538763131475, 0.18696025163674168]"
BOBYQA,438,"[0.2809817521811867, 0.2730250497156687, 0.01165462011219465, 0.16947144907128248, 0.011441072988411946, 0.006949455505096087, 0.032393078830124794, 0.006584997341546117, 0.16405048597725022, 0.18703232703448597]"
BOBYQA,439,"[0.28097804670401655, 0.2730270339589163, 0.011654135983482874, 0.1694689233371493, 0.01142719256898084, 0.006958001728454481, 0.032378148346014685, 0.0065836936956462, 0.16405241712425667, 0.18704265497473196]"
BOBYQA,440,"[0.2809787782803162, 0.27302558750068584, 0.011651156282497434, 0.16947098003663197, 0.011424091091612687, 0.006963473306788576, 0.032378725333107115, 0.0065871566054215526, 0.16405275153370724, 0.18704833565292667]"
BOBYQA,441,"[0.28097978285465774, 0.27302276263912856, 0.011649179872536561, 0.1694722389968581, 0.011418457807403195, 0.006962677773429217, 0.03237554460139289, 0.006589364236799689, 0.16405519855290923, 0.18704266340006162]"
BOBYQA,442,"[0.2809788915068645, 0.27302152629313403, 0.011647847210029004, 0.16947304680996253, 0.011415533493785835, 0.006967195807472562, 0.03237514024992119, 0.006594696897456822, 0.16405628097459699, 0.18704870589524705]"
BOBYQA,443,"[0.2809790451073036, 0.27302129140945663, 0.011645158591120433, 0.16946498319579792, 0.011411127216273638, 0.006968209496904432, 0.03237721150753138, 0.006596184750830721, 0.16405698655276615, 0.18704918148693145]"
